"Trade Association ID","Sector Grouping","Association Name","Website Link","Sectors","Brief Description"
"TRADE_ASSOCIATION_0104","Digital Retail Education Creative and Sports","British Contract Furnishing Association (BCFA)","https://www.thebcfa.com/","Retail","The BCFA is the British business association for the contract furnishing industry covering the full spectrum of interior products and services in the UK and globally. The 250+ members of the BCFA create effective spaces and settings for th"
"TRADE_ASSOCIATION_0105","Digital Retail Education Creative and Sports","British Educational Suppliers Association (BESA)","https://www.besa.org.uk/","Education","BESA is the trade association covering the entirety of the UK educational suppliers sector. It operates on a not-for-profit basis and is accountable to an Executive Council that is elected by member companies. BESA offers support research"
"TRADE_ASSOCIATION_0106","Digital Retail Education Creative and Sports","British Esports Association","https://britishesports.org/","Creative Media/Sports","British Esports is a not-for-profit national body established in 2016 to promote esports in the UK increase its level of awareness improve standards and inspire future talent. They help to educate parents teachers media policy makers a"
"TRADE_ASSOCIATION_0107","Digital Retail Education Creative and Sports","British Fashion Council","https://www.britishfashioncouncil.co.uk/","Fashion","The British Fashion Council (BFC) is a not-for-profit organisation that aims to further the interests of the British fashion industry and its designer businesses by harnessing and sharing collective knowledge experience and resources of th"
"TRADE_ASSOCIATION_0108","Digital Retail Education Creative and Sports","British Florist Association (BFA)","https://www.britishfloristassociation.org/","Leisure","The British Florist Association is the only trade association in the florist industry that is recognised by Government both in the UK and EU. As the exclusive UK member of FLORINT the European Federation of Florist Associations the BFA is"
"TRADE_ASSOCIATION_0109","Digital Retail Education Creative and Sports","British Footwear Association (BFA)","https://britishfootwearassociation.co.uk/","Fashion","As a membership-based organisation the British Footwear Association (BFA) is made up of a network of UK based footwear manufacturers designers wholesalers service providers and retailers. Their focus is to promote and enable the footwea"
"TRADE_ASSOCIATION_0110","Digital Retail Education Creative and Sports","British Furniture Confederation (BFC)","https://britishfurnitureconfederation.org.uk/","Retail","BFC maintains a regular dialogue with Government and other influential stakeholders to ensure that all policies and initiatives support a thriving furniture furnishings and bed sector."
"TRADE_ASSOCIATION_0111","Digital Retail Education Creative and Sports","British Holiday and Home Parks Association (BH&HPA)","https://www.bhhpa.org.uk/","Tourism","The British Holiday & Home Parks Association is the only organisation established exclusively to serve and represent the interests of the British parks industry. Membership is made up of the owners and managers of park home estates touring"
"TRADE_ASSOCIATION_0112","Digital Retail Education Creative and Sports","British Independent Retailers Association","https://bira.co.uk/","Retail","The British Independent Retailers Association (bira) is the voice of independent retailers. They are the leading trade association for independent retailers in the UK. They aim to provide first class support business services and specialis"
"TRADE_ASSOCIATION_0113","Digital Retail Education Creative and Sports","British Institute of Interior Design","https://biid.org.uk/","Interior Design","The British Institute of Interior Design is the pre-eminent professional organisation for interior designers in the UK. The British Institute of Interior Design is the only professional organisation for interior designers which has been gra"
"TRADE_ASSOCIATION_0114","Digital Retail Education Creative and Sports","British Retail Consortium (BRC)","https://brc.org.uk/","Retail","The British Retail Consortium is the lead trade association for the entire retail industry. Diverse and exciting the retail industry spans large multiples independents high streets and out of town from online to bricks selling goods ac"
"TRADE_ASSOCIATION_0115","Digital Retail Education Creative and Sports","British Toy & Hobby Association","https://www.btha.co.uk/","Retail","The British Toy & Hobby Association was established in 1944 to represent the interests of British toy manufacturers and to raise standards of practice in the industry. Today it has around 140 members ranging from international toy giants to"
"TRADE_ASSOCIATION_0116","Digital Retail Education Creative and Sports","Charity Retail Association (CRA)","https://www.charityretail.org.uk/","Retail","The Charity Retail Association is the only body in the UK that represents the interests of charity retailers. They have 375 members with between them over 7500 shops."
"TRADE_ASSOCIATION_0117","Digital Retail Education Creative and Sports","Chartered Institute of Architectural Technologists","https://architecturaltechnology.com/","Architecture","CIAT represents professionals in the area of architectural technology. CIAT is an internationally recognised qualifying body for chartered architectural technologists and qualified architectural technicians. They offer networking opportuni"
"TRADE_ASSOCIATION_0118","Digital Retail Education Creative and Sports","Chartered Institute of Public Relations","https://www.cipr.co.uk/","Advertising","CIPR is the world's only Royal Chartered professional body for public relations practitioners with nearly 10000 members. The CIPR works with and for their members to set maintain and advance standards. They do this through their industry"
"TRADE_ASSOCIATION_0119","Digital Retail Education Creative and Sports","Chartered Society of Designers","https://www.csd.org.uk/","Design","The Chartered Society of Designers is the internationally recognised body for the design profession providing support and guidance for designers at every stage of their career 'from learning to earning'."
"TRADE_ASSOCIATION_0120","Digital Retail Education Creative and Sports","Chief Cultural and Leisure Officers Association (CLOA)","https://cloa.org.uk/","Leisure","CLOA's mission is to provide leadership for the sector by shaping transformation; facilitating innovation and improvement; and advocating the value and impact of culture and leisure services in achieving stronger healthier and more vibrant"
"TRADE_ASSOCIATION_0121","Digital Retail Education Creative and Sports","Cinema Advertising Association","https://cinemaadvertisingassociation.co.uk/","Advertising","The Cinema Advertising Association (CAA) is the Trade Association of cinema advertising contractors operating in the UK. One of the functions of the CAA is to monitor and maintain standards of advertising exhibition in the UK and the Republ"
